year,month,pickup_zone,dropoff_zone,trip_count,avg_trip_distance_miles,avg_total_amount,avg_passengers,total_revenue,avg_trip_duration_min
2024,1,Longwood,Mott Haven/Port Morris,4,1.55,21.99,1,87.94,19.71
2024,1,Penn Station/Madison Sq West,Auburndale,4,14.09,79.34,1.5,317.36,37.1
2024,1,Borough Park,East Flatbush/Remsen Village,4,4.03,23.75,1,95,41.99
2024,1,Springfield Gardens North,Canarsie,4,6.48,34,1,136,40.78
2024,1,East Elmhurst,Woodlawn/Wakefield,4,13.51,72.24,1.25,288.97,27.34
2024,1,Sunnyside,Fort Greene,4,4.94,26.84,1,107.36,16.46
2024,1,Central Harlem North,Astoria,4,5.23,30.87,1,123.48,31.61
2024,1,East New York,Garment District,4,12.58,49.97,1,199.88,72.38
2024,1,Central Harlem North,JFK Airport,4,18.51,83.61,1.25,334.45,36.67
2024,1,Flatbush/Ditmas Park,Upper West Side South,4,12.2,46.46,1,185.82,65.9
2024,1,Bayside,Auburndale,4,1.43,28.03,1,112.1,7.7
2024,1,Steinway,Upper East Side North,4,6.02,78.35,1,313.39,22.03
2024,1,TriBeCa/Civic Center,Coney Island,4,10.21,67.47,1,269.88,43.02
2024,1,Highbridge,East Harlem South,4,4.75,31.05,1.5,124.19,23.75
2024,1,Midtown Center,Van Cortlandt Village,4,13.51,55.38,1.75,221.5,38.46
2024,1,Lincoln Square West,East Concourse/Concourse Village,4,7.18,36.38,1,145.5,37.75
2024,1,Randalls Island,Yorkville East,4,3.29,80.71,1.5,322.82,8.34
2024,1,Lenox Hill West,Kingsbridge Heights,4,8.57,42.78,1,171.1,23.09
2024,1,Flatbush/Ditmas Park,Sheepshead Bay,4,4.08,21.25,1,85,37.72
2024,1,Stuyvesant Heights,Parkchester,4,12.38,54.6,1,218.38,51.44
2024,1,Penn Station/Madison Sq West,Springfield Gardens North,4,16.81,75.73,1,302.91,74.5
2024,1,Melrose South,Clinton Hill,4,9.3,46.86,1,187.44,51.66
2024,1,South Jamaica,Clinton Hill,4,12.05,50.15,1.5,200.6,54.15
2024,1,Springfield Gardens North,Saint Albans,4,1.19,22.49,1,89.96,11.04
2024,1,Little Italy/NoLiTa,Kensington,4,7.01,43.26,2,173.05,24.92
2024,1,Clinton West,Crown Heights South,4,4.79,49.88,1,199.52,45.01
2024,1,Clinton East,Madison,4,15.16,78.27,1,313.06,67.06
2024,1,Seaport,Washington Heights South,4,11.51,56.43,1,225.7,28.35
2024,1,Central Harlem,Bay Ridge,4,16.92,61.5,1,246,73.34
2024,1,Bronxdale,Corona,4,8.53,42.47,1,169.88,54.33
2024,1,Briarwood/Jamaica Hills,TriBeCa/Civic Center,4,13.92,72.22,1,288.87,43.53
2024,1,Baisley Park,East Harlem North,4,10.78,70.09,1.25,280.36,28.37
2024,1,Kips Bay,Hammels/Arverne,4,15.2,74.93,1,299.73,88.86
2024,1,Coney Island,Canarsie,4,7.35,33.78,1,135.1,23.8
2024,1,Central Harlem,Flatbush/Ditmas Park,4,13.98,57.21,1.5,228.84,86.65
2024,1,Upper East Side South,Kew Gardens,4,12.17,65.61,1.25,262.43,38.03
2024,1,Upper West Side North,Brooklyn Navy Yard,4,9.16,51.11,1,204.44,25.82
2024,1,Gramercy,Coney Island,4,14.78,63.6,2,254.4,55.77
2024,1,Steinway,South Ozone Park,4,7.4,31.63,1,126.5,12.18
2024,1,Brooklyn Heights,East Harlem South,4,9.88,38.5,1,154,42.45
2024,1,Boerum Hill,East Flatbush/Remsen Village,4,3.8,28.75,1,115,29.91
2024,1,East Harlem South,Bedford Park,4,5.54,34.03,1.25,136.1,32.73
2024,1,Midtown Center,Briarwood/Jamaica Hills,4,9.43,55.89,1,223.56,23.18
2024,1,Williamsbridge/Olinville,West Chelsea/Hudson Yards,4,15.45,53.36,1,213.44,58.46
2024,1,Corona,Midtown Center,4,6.52,86.24,1,344.97,29.35
2024,1,East Elmhurst,West Farms/Bronx River,4,10.81,59.45,1.25,237.81,28.56
2024,1,Mount Hope,Kips Bay,4,9.33,39.25,1,157,55.98
2024,1,Starrett City,Park Slope,4,5.98,29,1,116,47.3
2024,1,UN/Turtle Bay South,Ridgewood,4,7.02,46.57,1.5,186.26,26.13
2024,1,Flushing Meadows-Corona Park,Lenox Hill West,4,11.27,94.02,1.25,376.09,21.3
2024,1,Morningside Heights,Hunts Point,4,2.2,28,1,112,38.5
2024,1,Canarsie,East Williamsburg,4,7.58,28,1,112,54.6
2024,1,Financial District North,Bushwick North,4,7.06,41.41,1.25,165.62,26.48
2024,1,Upper West Side South,Belmont,4,11.79,61.88,1.25,247.5,32.09
2024,1,Flatbush/Ditmas Park,Brooklyn Heights,4,4.8,26.5,1,106,45.61
2024,1,Greenwich Village South,Ocean Hill,4,6.3,56.41,1.5,225.65,34.06
2024,1,Crown Heights North,Sunset Park West,4,5.5,23.75,1,95,42.51
2024,1,Central Harlem North,Canarsie,4,17.78,64.96,1,259.82,83.7
2024,1,Murray Hill,Erasmus,4,12.34,68.97,2.25,275.88,38.13
2024,1,Ozone Park,South Ozone Park,4,1.4,18.25,1,73.01,5.55
2024,1,East Flatbush/Remsen Village,Marine Park/Mill Basin,4,2.88,21.75,1,87,20.04
2024,1,Downtown Brooklyn/MetroTech,Stuy Town/Peter Cooper Village,4,4.37,30.2,1.5,120.78,15.4
2024,1,Lincoln Square West,West Farms/Bronx River,4,10.4,46.95,1,187.8,22.95
2024,1,World Trade Center,Crown Heights South,4,5.87,37.18,1.5,148.72,29.53
2024,1,Murray Hill,Springfield Gardens South,4,13.4,66.33,1,265.31,90.75
2024,1,East New York/Pennsylvania Avenue,East New York/Pennsylvania Avenue,4,0,55.74,1.25,222.95,0.3
2024,1,West Concourse,TriBeCa/Civic Center,4,11.2,41.74,1,166.94,72.37
2024,1,Times Sq/Theatre District,Bayside,4,14.98,72.47,2.25,289.89,29.33
2024,1,University Heights/Morris Heights,Central Harlem,4,3.98,25.25,1,101,24.4
2024,1,East Elmhurst,Ocean Hill,4,11.9,61.71,1.75,246.85,25.21
2024,1,Central Harlem,Longwood,4,3.85,29.8,1.25,119.2,30.69
2024,1,Washington Heights South,Financial District North,4,11.15,38.75,1,155,53.11
2024,1,Sunnyside,Greenwich Village North,4,4.61,81.74,1.25,326.97,17.15
2024,1,Central Harlem,Greenwich Village North,4,7.72,37.99,1.25,151.94,40
2024,1,Co-Op City,Kew Gardens,4,11.88,46.47,1,185.88,42.41
2024,1,Times Sq/Theatre District,Glendale,4,6.8,42.15,1.25,168.59,36.65
2024,1,East Village,Van Cortlandt Village,4,12.83,60.83,1.25,243.32,38.55
2024,1,Jamaica Estates,East Harlem South,4,17.63,51.47,1,205.88,74.18
2024,1,Morrisania/Melrose,Lenox Hill East,4,5.3,30.99,1,123.94,47.26
2024,1,East Harlem South,East Flatbush/Remsen Village,4,11.98,53.49,1,213.94,91.62
2024,1,Morningside Heights,Flatbush/Ditmas Park,4,15.29,87.3,1,349.19,58.34
2024,1,Co-Op City,Upper West Side North,4,11.53,47.24,1,188.94,76.49
2024,1,Mott Haven/Port Morris,Midtown East,4,5.45,29.28,1,117.1,30.48
2024,1,Lincoln Square East,Woodlawn/Wakefield,4,11.22,60.03,2.5,240.11,27.73
2024,1,Garment District,Queensboro Hill,4,10.6,59.22,1.25,236.86,27.49
2024,1,Williamsbridge/Olinville,East Harlem South,4,4.45,42.46,1,169.82,55.82
2024,1,Baisley Park,Lincoln Square West,4,16.55,94.21,1,376.85,47.74
2024,1,Park Slope,Battery Park City,4,4.11,36.2,1.5,144.81,23.64
2024,1,East Chelsea,Marble Hill,4,12.17,64.6,1,258.4,29.73
2024,1,Manhattanville,Two Bridges/Seward Park,4,8.86,41.4,1.25,165.6,33.28
2024,1,Sutton Place/Turtle Bay North,Dyker Heights,4,14.34,85.27,1,341.06,44.8
2024,1,Borough Park,East Harlem South,4,13.65,48.97,1,195.88,69.88
2024,1,Upper East Side North,Belmont,4,8.76,50.11,1,200.44,26.8
2024,1,Union Sq,Coney Island,4,16.89,83.76,1.25,335.03,41.4
2024,1,Queens Village,Central Harlem,4,14.85,50.49,1,201.94,51.1
2024,1,Yorkville East,Bushwick North,4,8.68,53.95,1,215.78,29.09
2024,1,Upper East Side South,Pelham Parkway,4,11.94,63.57,2.25,254.28,30.36
2024,1,Coney Island,Sheepshead Bay,4,3.38,21.75,1,87,16.58
2024,1,Spuyten Duyvil/Kingsbridge,Upper West Side South,4,10.05,34,1,136,63.91
2024,1,LaGuardia Airport,Port Richmond,4,27.48,133.97,1,535.88,54.36
2024,1,Meatpacking/West Village West,Woodside,4,7.54,48.67,1,194.66,32.18
2024,1,South Jamaica,Flushing Meadows-Corona Park,4,3.81,20.93,1.25,83.7,10.25
2024,1,Lenox Hill West,Stuyvesant Heights,4,8.49,56.12,1,224.48,39.42
2024,1,TriBeCa/Civic Center,Middle Village,4,9.61,50.28,1,201.12,29.34
2024,1,South Jamaica,Lower East Side,4,14.03,78.3,2,313.2,42.15
2024,1,Stuyvesant Heights,Bayside,4,12.85,45.5,1,182,54.95
2024,1,Manhattan Valley,Jackson Heights,4,8.03,50.57,1.75,202.27,30.32
2024,1,Brooklyn Heights,East Flatbush/Remsen Village,4,4.93,29.65,1,118.6,38.83
2024,1,Flatbush/Ditmas Park,Cambria Heights,4,15.88,59.25,1,237,52.32
2024,1,Astoria,Washington Heights North,4,8.7,38.96,1,155.82,48.67
2024,1,Downtown Brooklyn/MetroTech,Yorkville West,4,8.5,51.96,1,207.82,27.67
2024,1,Far Rockaway,Flatlands,4,13.75,43.4,1,173.6,44.21
2024,1,Hillcrest/Pomonok,Jamaica,4,1.53,19.25,1,77,18.08
2024,1,Springfield Gardens South,Meatpacking/West Village West,4,16.87,97.37,2,389.49,48.73
2024,1,Upper East Side South,Longwood,4,5.83,32,1,128,22.96
2024,1,Sunnyside,Williamsburg (South Side),4,3.35,32.04,1,128.14,15.09
2024,1,East Chelsea,Rockaway Park,4,18.2,107.52,1,430.07,65.9
2024,1,Mount Hope,TriBeCa/Civic Center,4,12.1,48.24,1,192.94,54.52
2024,1,Elmhurst,Middle Village,4,1.45,17.41,1,69.65,15.81
2024,1,Flushing Meadows-Corona Park,Lincoln Square East,4,10.07,87.77,1.25,351.07,35.78
2024,1,Kips Bay,Randalls Island,4,7.56,45.37,1,181.46,33.19
2024,1,Clinton Hill,East New York,4,5.58,30.73,1,122.9,42.94
2024,1,Yorkville West,Canarsie,4,20.35,79.8,1,319.18,66.4
2024,1,East Williamsburg,Bedford,4,1.68,28.5,1,114,15.89
2024,1,Williamsburg (South Side),Flushing Meadows-Corona Park,4,6.83,29.5,2,118,9.59
2024,1,Long Island City/Hunters Point,Rego Park,4,5.04,22.75,1,91,19.35
2024,1,Cobble Hill,Upper East Side South,4,8.65,52.18,1.25,208.72,31.07
2024,1,DUMBO/Vinegar Hill,Cobble Hill,4,1.58,16.15,2,64.58,10.98
2024,1,Greenwich Village South,Bensonhurst East,4,12.88,71.33,1.5,285.31,33.87
2024,1,Park Slope,Jackson Heights,4,10.45,45.98,1.75,183.9,53
2024,1,Boerum Hill,Chinatown,4,2.82,19.84,1,79.34,18.1
2024,1,West Chelsea/Hudson Yards,Elmhurst,4,9.3,56.05,2,224.18,39.09
2024,1,Borough Park,Canarsie,4,8.54,41.83,1,167.3,73.38
2024,1,East Concourse/Concourse Village,East New York,4,12.88,56.97,1,227.88,39.04
2024,1,Woodside,Steinway,4,2.59,20.99,1,83.94,15.61
2024,1,Highbridge,Upper East Side South,4,6.7,32.99,1,131.94,45.79
2024,1,Co-Op City,Upper East Side North,4,7.85,45.72,1,182.88,52.7
2024,1,Bay Terrace/Fort Totten,Bay Terrace/Fort Totten,4,0.23,46.8,1,187.2,28.45
2024,1,Long Island City/Hunters Point,Central Park,4,3.61,61.9,1.75,247.59,20.17
2024,1,Crown Heights North,Brooklyn Navy Yard,4,2.03,20,1,80,22.77
2024,1,Crown Heights South,Cypress Hills,4,3.74,24.03,1,96.12,32.2
2024,1,West Farms/Bronx River,Lenox Hill East,4,8.03,32,1,128,57.16
2024,1,East Elmhurst,Homecrest,4,13.17,80.03,1.5,320.1,63.46
2024,1,Lincoln Square West,Forest Hills,4,11.35,71.62,1.25,286.47,35.69
2024,1,Times Sq/Theatre District,Marble Hill,4,10.88,57.53,1.5,230.12,25.05
2024,1,Highbridge,Central Harlem North,4,1.39,14.3,1,57.2,8.99
2024,1,Union Sq,Hillcrest/Pomonok,4,13.6,82.92,1,331.66,46.56
2024,1,Crown Heights North,East Chelsea,4,9.67,48.56,1.25,194.24,70.11
2024,1,Marine Park/Mill Basin,Coney Island,4,7.05,31,1,124,43.24
2024,1,Long Island City/Hunters Point,Flatiron,4,3.66,81.39,1.25,325.55,19.78
2024,1,West Farms/Bronx River,Upper West Side South,4,7.23,36,1,144,53.25
2024,1,Cobble Hill,Battery Park City,4,3.89,35.04,1,140.14,18.38
2024,1,East Harlem North,Sunset Park West,4,10.48,50.15,1,200.6,49.53
2024,1,Murray Hill,Schuylerville/Edgewater Park,4,11.79,59.52,1,238.08,53.89
2024,1,Kips Bay,Bronxdale,4,9.98,46.26,1.5,185.04,61.3
2024,1,Bedford Park,Clinton East,4,12.18,46.25,1,185,42.41
2024,1,Boerum Hill,Brooklyn Navy Yard,4,1.99,17.24,1,68.94,12.06
2024,1,Upper East Side South,Hillcrest/Pomonok,4,11.43,48.94,1,195.74,45.64
2024,1,Hamilton Heights,Longwood,4,3.01,22.58,1.5,90.3,20.93
2024,1,Washington Heights South,Queens Village,4,16.05,40.72,1,162.88,40.53
2024,1,Jackson Heights,Jamaica,4,8.06,35.88,1,143.5,25.98
2024,1,Queens Village,Jamaica Estates,4,1.75,18.75,1,75,17.43
2024,1,Prospect Park,Park Slope,4,1.31,14.9,1,59.6,9.12
2024,1,Long Island City/Hunters Point,Elmhurst/Maspeth,4,3.95,31.43,1.75,125.7,16.09
2024,1,Laurelton,East Flatbush/Farragut,4,11.33,43.5,1,174,71.86
2024,1,Briarwood/Jamaica Hills,Morningside Heights,4,12.98,91.71,1.5,366.83,24.21
2024,1,Elmhurst,Williamsburg (South Side),4,5.48,31.4,1.25,125.6,18.29
2024,1,Greenpoint,Times Sq/Theatre District,4,5.21,39.37,1,157.47,26.3
2024,1,Murray Hill,Bensonhurst East,4,14.07,63.96,1,255.84,39.16
2024,1,Brooklyn Heights,Upper East Side South,4,7.58,49.44,1.25,197.76,33.96
2024,1,Little Italy/NoLiTa,Spuyten Duyvil/Kingsbridge,4,14.51,64.64,1.25,258.56,38.67
2024,1,Upper East Side North,Kew Gardens Hills,4,9.8,58.28,1,233.1,40.08
2024,1,Flushing Meadows-Corona Park,Whitestone,4,5.15,25.21,1.75,100.84,9.98
2024,1,Central Harlem,Co-Op City,4,11.08,38.5,1,154,41.15
2024,1,Times Sq/Theatre District,Brooklyn Navy Yard,4,8.57,58.15,1,232.58,42.86
2024,1,Van Nest/Morris Park,Schuylerville/Edgewater Park,4,4.3,23,1,92,21.52
2024,1,University Heights/Morris Heights,Brighton Beach,4,18.28,73,1,292,71.33
2024,1,Soundview/Castle Hill,Two Bridges/Seward Park,4,14.35,49.24,1,196.94,55.83
2024,1,Bay Ridge,Canarsie,4,12.25,45.25,1,181,43.73
2024,1,East Harlem North,Park Slope,4,11.08,41,1,164,53.77
2024,1,Yorkville West,South Williamsburg,4,8.07,43.15,1,172.6,28.82
2024,1,TriBeCa/Civic Center,Inwood Hill Park,4,9.83,42,1,168,75.86
2024,1,Borough Park,Homecrest,4,2.38,23.5,1,94,53.42
2024,1,Yorkville West,Corona,4,8.18,46.76,2.25,187.04,34.31
2024,1,Clinton East,College Point,4,13.08,74.66,1.25,298.62,38.05
2024,1,Yorkville West,East Tremont,4,7.97,43.05,2,172.18,23
2024,1,Briarwood/Jamaica Hills,Midtown East,4,12.28,73.65,1.25,294.61,39.58
2024,1,Steinway,Washington Heights North,4,7.57,75.9,1.25,303.61,20.52
2024,1,Penn Station/Madison Sq West,Marble Hill,4,11.76,52.37,1,209.47,43.46
2024,1,Soundview/Bruckner,East Chelsea,4,11.43,39.25,1,157,44.21
2024,1,Central Harlem,Brooklyn Heights,4,8.2,42.45,1,169.78,64.76
2024,1,East Flatbush/Farragut,Madison,4,3.05,23,1,92,19.72
2024,1,UN/Turtle Bay South,South Ozone Park,4,13.61,89.57,1,358.27,41.51
2024,1,Maspeth,Long Island City/Hunters Point,4,3.19,63.49,1,253.97,5.11
2024,1,Garment District,Morrisania/Melrose,4,8.96,55.53,1,222.11,29.99
2024,1,Riverdale/North Riverdale/Fieldston,Clinton East,4,12.15,46.92,1,187.66,35.24
2024,1,East Harlem South,Allerton/Pelham Gardens,4,5.2,43.17,1,172.68,42.93
2024,1,Clinton West,Jamaica Estates,4,18.2,82.73,1.5,330.92,53.53
2024,1,Washington Heights South,Schuylerville/Edgewater Park,4,6.19,34.23,1.25,136.9,41.05
2024,1,Union Sq,East Flatbush/Remsen Village,4,6.74,49.63,1.5,198.5,44.98
2024,1,Woodlawn/Wakefield,Hudson Sq,4,11.7,50.75,1,203,56.75
2024,1,Far Rockaway,Garment District,4,22.9,63.62,1,254.48,90.93
2024,1,Flatiron,West Concourse,4,9.14,42.26,1,169.02,37.27
2024,1,Hunts Point,Financial District South,4,5.75,47.94,1,191.76,38.1
2024,1,South Ozone Park,Bedford,4,8.35,33,1,132,53.83
2024,1,Times Sq/Theatre District,Hillcrest/Pomonok,4,12.33,68.11,1,272.44,32.98
2024,1,Manhattan Valley,Co-Op City,4,14.51,58.24,1,232.96,85.36
2024,1,Brooklyn Heights,Seaport,4,2.38,21.1,2.25,84.41,10.73
2024,1,Jamaica,UN/Turtle Bay South,4,11.93,62.53,1,250.13,29.49
2024,1,Schuylerville/Edgewater Park,Central Harlem North,4,5.63,43.38,1,173.5,33.06
2024,1,Seaport,Central Harlem North,4,10.89,50.38,1.25,201.5,27.13
2024,1,Downtown Brooklyn/MetroTech,East New York,4,7.18,37.22,1,148.88,49.38
2024,1,Manhattanville,Yorkville East,4,4.28,33.7,1,134.81,23.65
2024,1,Flatlands,Gramercy,4,7.9,40.26,1.25,161.04,59.68
2024,1,Upper East Side South,Dyker Heights,4,14.27,66.59,1,266.37,43.65
2024,1,East Chelsea,Bensonhurst West,4,11.74,65.54,1,262.16,31.95
2024,1,Canarsie,JFK Airport,4,8.33,37.39,1.25,149.55,370.22
2024,1,Seaport,Bedford Park,4,13.5,51.21,1,204.84,54.3
2024,1,Kingsbridge Heights,Central Harlem,4,6.15,27.5,1,110,47.8
2024,1,Williamsburg (North Side),Clinton East,4,7.21,45.44,1.25,181.74,32.65
2024,1,Jamaica,Upper East Side North,4,14.56,93.47,2.25,373.87,32.28
2024,1,Upper West Side South,Baisley Park,4,16.78,64.97,1.75,259.88,73.18
2024,1,Brighton Beach,Kips Bay,4,13.3,51.74,1,206.94,59.55
2024,1,Cypress Hills,Hillcrest/Pomonok,4,6.1,30.5,1,122,29.3
2024,1,Gramercy,Hammels/Arverne,4,21.9,81.16,1,324.62,108.45
2024,1,East Williamsburg,Lower East Side,4,3.1,49.04,1.5,196.16,12.24
2024,1,Crown Heights North,Laurelton,4,10.98,40.25,1,161,48.53
2024,1,Midtown East,Soundview/Bruckner,4,9.59,51.64,1,206.54,26.42
2024,1,Baisley Park,Manhattan Valley,4,16.52,94.71,1.25,378.83,40.38
2024,1,Eastchester,Norwood,4,3.6,20,1,80,24.3
2024,1,Kew Gardens Hills,Lenox Hill East,4,11.18,49.71,1,198.82,46.52
2024,1,Baisley Park,Woodside,4,9.2,39.6,1,158.38,12.4
2024,1,LaGuardia Airport,Bronx Park,4,13.09,78.57,1,314.27,31.39
2024,1,Bloomingdale,Newark Airport,4,20.02,130.11,1,520.42,38.64
2024,1,Park Slope,Red Hook,4,1.72,18.85,1,75.38,18.35
2024,1,Queens Village,JFK Airport,4,7.54,37.68,1.25,150.7,17.52
2024,1,Boerum Hill,Manhattanville,4,12.2,43,1,172,58.5
2024,1,Baisley Park,N/A,4,7.96,56.08,3.25,224.32,9.17
2024,1,Gravesend,Flatbush/Ditmas Park,4,4.98,32.5,1,130,27.93
2024,1,Clinton West,Highbridge,4,7.92,37.9,1,151.6,25.77
2024,1,Greenpoint,Upper East Side North,4,5.33,40.56,1.75,162.25,27.77
2024,1,East Chelsea,Springfield Gardens South,4,17.07,105,2.25,420.01,61.84
2024,1,Bensonhurst West,Bath Beach,4,1.18,18.25,1,73,64.05
2024,1,Midtown South,University Heights/Morris Heights,4,11.27,65.62,1,262.48,32.72
2024,1,East New York,Upper West Side North,4,16.8,60.47,1,241.88,96.71
2024,1,South Jamaica,Bedford,4,10.05,44.38,1,177.5,45.51
2024,1,Lenox Hill East,Springfield Gardens North,4,14.48,56.36,1,225.44,62.65
2024,1,East Flatbush/Remsen Village,East Harlem North,4,10.85,58.22,1,232.88,50
2024,1,Williamsburg (North Side),Greenwich Village South,4,3.23,27.05,2,108.18,16.45
2024,1,Bedford Park,West Chelsea/Hudson Yards,4,12.1,49.28,1,197.12,38.26
2024,1,Central Park,Richmond Hill,4,8.73,44.74,1,178.94,49.61
2024,1,East Village,Midwood,4,10.69,57.23,1,228.9,33.91
2024,1,Clinton West,Bay Ridge,4,11.59,63.01,1.25,252.02,33.53
2024,1,Springfield Gardens South,Lincoln Square East,4,17.13,89.32,1,357.26,76.7
2024,1,Lenox Hill West,Bay Ridge,4,14.16,73.18,1,292.71,40.1
2024,1,Hamilton Heights,Williamsbridge/Olinville,4,9.53,39.3,1,157.18,37.43
2024,1,Garment District,Springfield Gardens South,4,12.78,61.96,1.5,247.82,23.82
2024,1,Yorkville West,East Elmhurst,4,7.51,41.44,1,165.74,26.66
2024,1,Corona,SoHo,4,9.82,91.68,1.25,366.73,19.58
2024,1,Williamsburg (North Side),Union Sq,4,4.75,60.1,1.25,240.39,22.08
2024,1,Kips Bay,Longwood,4,8.36,38.5,1,153.98,51.94
2024,1,Park Slope,Ocean Hill,4,3.95,25.4,1,101.6,28.43
2024,1,Auburndale,Flushing,4,2.93,20.7,1,82.8,26.33
2024,1,Bay Ridge,Bath Beach,4,2.22,19.53,1,78.1,13.05
2024,1,Park Slope,Bensonhurst East,4,7.3,31.75,1,127,34.07
2024,1,Canarsie,Boerum Hill,4,5.13,30.75,1,123,59.5
2024,1,Clinton West,Queensbridge/Ravenswood,4,4.62,36.07,1.25,144.28,29.63
2024,1,Greenpoint,Elmhurst,4,3.55,21.45,1,85.79,24.52
2024,1,Starrett City,Starrett City,4,0.58,17.25,1,69,10.31
2024,1,South Ozone Park,Gramercy,4,14.12,57.05,1.25,228.19,69.13
2024,1,East Flatbush/Remsen Village,Flatbush/Ditmas Park,4,2.2,21.75,1,87,28.13
2024,1,Corona,Sheepshead Bay,4,11.33,49.5,1,198,77.15
2024,1,Two Bridges/Seward Park,Woodside,4,6.09,34.77,1.25,139.06,14.16
2024,1,Far Rockaway,Canarsie,4,12.53,41.75,1,167,56.45
2024,1,Coney Island,Forest Hills,4,15.08,48.25,1,193,64.95
2024,1,Forest Hills,East Harlem South,4,9.15,38,1,152,47.51
2024,1,Astoria,East Harlem North,4,3.39,32.38,1.25,129.52,21.73
2024,1,Garment District,Erasmus,4,12.34,60.1,1.25,240.39,51.36
2024,1,Springfield Gardens South,Baisley Park,4,1.54,18.57,2.25,74.26,2.8
2024,1,Forest Hills,South Jamaica,4,3.93,24.75,1,99,25.26
2024,1,Murray Hill,Glendale,4,7.67,46.09,1,184.37,29.12
2024,1,Flushing Meadows-Corona Park,Lower East Side,4,10.4,87.07,1,348.26,21.87
2024,1,Central Harlem,Financial District North,4,7.51,48.22,1,192.87,34.09
2024,1,Lenox Hill West,Highbridge,4,2.73,21.34,1.25,85.36,12.63
2024,1,East Williamsburg,Flushing Meadows-Corona Park,4,5.95,27.43,1,109.7,7.24
2024,1,East New York,Bay Ridge,4,14.63,47.5,1,190,50.75
2024,1,Little Italy/NoLiTa,Bensonhurst East,4,10.21,56.4,1,225.59,31.63
2024,1,Cypress Hills,East Flatbush/Farragut,4,5,27.25,1,109,34.06
2024,1,East Village,North Corona,4,10,52.62,1,210.49,26.58
2024,1,Greenwich Village South,Brighton Beach,4,19.08,78.71,1.5,314.84,46.3
2024,1,UN/Turtle Bay South,Brooklyn Navy Yard,4,6.75,40.11,1.25,160.43,21.57
2024,1,Red Hook,South Ozone Park,4,23.06,99.86,1.25,399.44,59.08
2024,1,Maspeth,Long Island City/Queens Plaza,4,4,60.61,2,242.43,13.46
2024,1,Williamsburg (North Side),Long Island City/Hunters Point,4,2.53,22.61,1,90.43,14.84
2024,1,Crotona Park East,West Farms/Bronx River,4,1.43,19.75,1,79,26.33
2024,1,Prospect-Lefferts Gardens,Financial District South,4,7.5,29.99,1,119.94,58.25
2024,1,Queensbridge/Ravenswood,Times Sq/Theatre District,4,3.81,29.84,1.25,119.34,21.35
2024,1,Crown Heights North,Sunset Park East,4,6.03,26.5,1,106,46.24
2024,1,Crown Heights North,Sheepshead Bay,4,8.98,29.75,1,119,60.35
2024,1,East Harlem North,Eastchester,4,11.71,48.2,1,192.78,32.25
2024,1,Meatpacking/West Village West,Sunnyside,4,6.22,59.9,1.25,239.6,39.06
2024,1,South Jamaica,West Village,4,15.85,92.1,1.25,368.4,38.49
2024,1,Elmhurst/Maspeth,JFK Airport,4,11.28,96.65,1.75,386.58,37.91
2024,1,Forest Hills,Jamaica,4,1.73,20.1,1,80.4,15.11
2024,1,Glendale,Baisley Park,4,4.95,31,1,124,42.08
2024,1,Forest Hills,LaGuardia Airport,4,3.89,30.27,1,121.08,11.1
2024,1,Roosevelt Island,Washington Heights South,4,5.38,45.33,1,181.31,42.33
2024,1,Bay Ridge,South Jamaica,4,19.88,56.5,1,226,74.9
2024,1,Bensonhurst West,East Harlem South,4,11.95,58.22,1,232.88,73.55
2024,1,Murray Hill,Fresh Meadows,4,11.38,53.69,1,214.75,42.58
2024,1,Erasmus,Park Slope,4,1.23,23,1,92,20.59
2024,1,Long Island City/Queens Plaza,West Village,4,4.6,29.27,1,117.06,25.23
2024,1,East Village,East New York/Pennsylvania Avenue,4,8.94,51.83,1,207.3,58.09
2024,1,Morningside Heights,Fort Greene,4,11.01,55.38,1,221.5,50.06
2024,1,Stuy Town/Peter Cooper Village,Boerum Hill,4,4.94,37.4,1.25,149.59,16.43
2024,1,Woodside,Old Astoria,4,3.04,31.7,1.25,126.8,16.63
2024,1,Manhattan Beach,Upper West Side North,4,18.68,67.74,1,270.94,109.43
2024,1,Steinway,Lincoln Square East,4,7.1,63.84,1,255.37,31.22
2024,1,Flatbush/Ditmas Park,Sunset Park West,4,3.32,22.74,1,90.96,25.26
2024,1,Williamsburg (South Side),Long Island City/Hunters Point,4,2.88,21.5,1.25,86,16.35
2024,1,Upper West Side North,Bedford Park,4,8.92,47.81,1.25,191.22,27.36
2024,1,Boerum Hill,Lenox Hill East,4,3.61,35.77,1,143.08,32.31
2024,1,East Harlem South,Kew Gardens Hills,4,10.62,45.37,1,181.48,29.53
2024,1,Jamaica Estates,Lenox Hill East,4,16.33,45.5,1,182,71.93
2024,1,Yorkville East,Mount Hope,4,6.67,37.06,1,148.25,17.57
2024,1,Cobble Hill,Belmont,4,7.85,60.21,1,240.82,91.3
2024,1,Spuyten Duyvil/Kingsbridge,East Harlem South,4,7.69,35.25,1,141,31.7
2024,1,Morrisania/Melrose,East Harlem South,4,4.25,26.75,1,107,35.85
