origin_airport,dest_airport,num_tickets,total_passengers,avg_fare,weighted_avg_fare,avg_distance_miles,carrier
RDU,BJI,6,6,382.13,382.13,1320.5,DL
ATL,EAU,6,6,149.08,149.08,875.0,UA
RAP,SAV,6,6,249.06,249.06,1558.17,DL
MIA,GRR,6,6,247.34,247.34,1285.17,OH
MKE,SHV,6,6,276.78,276.78,1229.0,OH
AVL,ANC,6,6,358.73,358.73,3662.17,AA
FAR,CID,6,6,260.92,260.92,753.0,MQ
MKE,JAN,6,6,295.67,295.67,1335.0,YV
CAK,DLH,6,6,335.5,335.5,740.0,OO
CRP,MOB,6,6,299.83,299.83,628.0,YV
BTR,FAY,6,6,263.42,263.42,779.0,9E
ANC,SHV,6,6,290.81,290.81,3449.67,OO
PIT,RDM,6,6,223.69,223.69,2690.83,AA
XNA,FAY,6,6,320.5,320.5,920.0,9E
PSP,MEM,6,6,346.71,346.71,1571.83,OO
BTR,FAT,6,6,375.92,375.92,1696.0,MQ
PIA,SAV,6,6,254.92,254.92,903.0,OO
SJC,LEX,6,6,291.13,291.13,2141.17,OO
LGA,SJU,6,6,253.86,253.86,1813.67,YX
DEN,GEG,6,6,161.67,161.67,1622.0,AA
DTW,VLD,6,6,360.08,360.08,802.0,9E
FAI,CAE,6,6,385.67,385.67,3916.83,DL
MEM,BDL,6,6,253.63,253.63,1216.5,OO
FAI,RSW,6,6,284.13,284.13,4075.67,DL
CRP,MKE,6,6,347.3,347.3,1414.67,WN
MDT,ATL,3,6,141.33,135.17,1255.0,F9
CLE,FAY,6,6,292.23,292.23,548.67,PT
FAT,COS,6,6,414.92,414.92,1905.0,AA
HHH,ATL,6,6,120.52,120.52,257.83,DL
MSP,MYR,3,6,96.78,102.22,1164.0,NK
COS,GNV,6,6,374.83,374.83,1484.0,DL
STL,CRP,6,6,263.33,263.33,868.0,YV
GJT,RDM,6,6,250.66,250.66,1110.0,UA
MFE,DCA,6,6,386.08,386.08,1543.17,OO
OKC,ECP,6,6,264.92,264.92,860.0,MQ
RIC,LAS,6,6,254.83,254.83,2188.67,OO
OKC,ROC,6,6,303.3,303.3,1318.33,MQ
PHL,JAN,6,6,440.17,440.17,1007.0,9E
MIA,LFT,6,6,265.27,265.27,1153.67,YV
COS,BIS,6,6,224.25,224.25,589.0,UA
BUF,ELP,6,6,315.1,315.1,1763.83,MQ
STL,ORD,6,6,199.35,199.35,676.33,DL
PIA,CAK,6,6,233.0,233.0,473.0,OO
DCA,ALB,6,6,176.83,176.83,350.0,9E
MFE,BHM,6,6,315.21,315.21,967.33,OO
MLB,BTV,6,6,329.08,329.08,1597.17,DL
MEM,MFE,5,6,263.47,220.39,784.0,YV
LNK,BWI,6,6,252.88,252.88,1121.17,UA
HPN,RSW,6,6,396.83,396.83,1295.0,9E
AUS,BMI,6,6,278.64,278.64,1559.83,9E
CMH,GSO,6,6,267.39,267.39,547.5,MQ
MOB,LAX,6,6,464.33,464.33,1806.0,YV
PBI,BMI,6,6,221.17,221.17,1078.0,9E
SYR,MKE,6,6,236.0,236.0,674.0,UA
BFL,GEG,5,6,223.5,224.5,1445.0,MQ
VLD,LIT,6,6,306.92,306.92,661.0,9E
CHS,MSY,6,6,290.83,290.83,1257.67,UA
DTW,MEM,6,6,105.25,105.25,726.0,UA
BUR,BUF,6,6,454.67,454.67,2209.0,UA
BOI,CRP,6,6,290.02,290.02,1941.67,WN
MFR,BTV,6,6,416.78,416.78,2647.33,UA
EAU,SAT,5,6,337.3,301.33,1310.0,OO
TUS,VLD,6,6,379.42,379.42,1749.0,9E
JST,LAX,6,6,226.97,226.97,2378.5,OO
CHA,PIA,6,6,180.83,180.83,631.0,OO
MKE,RIC,6,6,224.5,224.5,709.0,UA
ATL,MVY,6,6,214.75,214.75,930.67,AA
HHH,CLT,5,6,139.28,116.33,207.0,AA
IDA,FAR,6,6,255.19,255.19,1085.0,OO
SAN,OTH,6,6,324.17,324.17,859.0,OO
LIH,CVG,6,6,538.79,538.79,4779.33,HA
BTV,ROA,6,6,276.42,276.42,618.0,YX
CLE,FSM,6,6,273.75,273.75,1248.0,MQ
PIH,SAN,5,6,361.1,355.59,776.0,OO
DAL,GEG,6,6,262.37,262.37,1894.17,QX
BDL,CMI,6,6,332.67,332.67,918.0,MQ
FCA,PNS,5,6,287.9,282.42,1994.0,MQ
ROC,PDX,6,6,334.67,334.67,2267.0,AS
GRR,MSP,6,6,151.75,151.75,471.0,AA
PNS,MSO,6,6,457.23,457.23,1858.0,UA
IAH,ORF,6,6,277.33,277.33,1397.0,MQ
OMA,ACT,6,6,489.75,489.75,672.0,AA
SYR,BQK,6,6,256.25,256.25,1032.0,DL
GTF,OGG,5,6,554.6,527.83,3152.0,QX
PIT,ATW,6,6,321.88,321.88,574.5,9E
EYW,HOU,6,6,331.21,331.21,1342.0,DL
LAW,COS,5,6,376.0,382.0,732.0,AA
IAD,ATW,4,6,470.87,421.91,1144.0,DL
OKC,RIC,5,6,209.41,227.34,1235.2,OH
TVC,ORD,5,6,72.16,60.97,224.0,YX
MSN,JFK,6,6,284.95,284.95,1029.67,OH
SAT,BOS,6,6,149.99,149.99,1810.5,MQ
SUN,RDU,6,6,506.69,506.69,1992.0,UA
PIT,MQT,5,6,250.7,256.0,716.0,MQ
BOS,PHF,6,6,302.08,302.08,1010.0,AA
SGF,ALB,6,6,305.25,305.25,1161.0,UA
EYW,BDL,6,6,279.19,279.19,1339.5,OH
RIC,GNV,6,6,292.75,292.75,645.0,OH
XNA,MHT,6,6,424.23,424.23,1427.0,OH
ORD,ATL,6,6,125.17,125.17,606.0,OH
SAV,PIT,6,6,248.83,248.83,680.0,MQ
KOA,PSP,6,6,456.25,456.25,2899.0,OO
COU,SAV,6,6,321.23,321.23,1360.5,MQ
SBP,LBB,6,6,415.16,415.16,1351.83,OO
FLL,SYR,6,6,160.2,160.2,1308.33,YX
ROC,PSE,6,6,237.56,237.56,2049.67,B6
TUL,PBI,6,6,126.16,126.16,1272.0,WN
MTJ,BHM,6,6,274.25,274.25,1319.0,AA
RIC,CAK,6,6,206.08,206.08,651.0,AA
BIS,MSY,5,6,279.9,273.92,1424.0,AA
CMH,FLL,6,6,433.65,433.65,1282.0,OO
ATL,BJI,6,6,429.35,429.35,1106.0,DL
RIC,TUL,6,6,246.58,246.58,1227.0,UA
MDW,TLH,6,6,384.33,384.33,814.0,9E
PWM,OKC,6,6,523.0,523.0,1616.5,MQ
DTW,BZN,5,6,210.4,207.33,2003.2,AA
LRD,OKC,6,6,281.17,281.17,571.0,MQ
MEM,DAY,6,6,93.18,93.18,756.0,OO
SJU,LSE,6,6,362.58,362.58,2315.33,AA
RDU,MAF,6,6,304.78,304.78,1559.0,UA
SLC,GGG,6,6,215.0,215.0,1129.0,AA
SAN,RST,6,6,202.25,202.25,2032.67,AA
PIA,BOI,6,6,181.9,181.9,1881.17,MQ
CYS,DCA,6,6,382.2,382.2,1611.0,OO
CRP,PHX,6,6,400.83,400.83,1210.0,OO
JAC,CHA,5,6,461.1,385.17,1767.2,DL
AMA,DTW,5,6,51.2,43.5,1353.2,WN
JAN,CRP,5,6,286.1,291.75,720.0,OO
RDU,ALO,6,6,242.38,242.38,893.83,AA
MAF,JAX,6,6,165.71,165.71,1312.5,DL
ILM,DSM,6,6,198.73,198.73,1222.83,DL
MSP,PSG,6,6,296.53,296.53,2390.17,AS
CID,BHM,6,6,230.25,230.25,1245.0,AA
SAN,HOB,6,6,209.26,209.26,1354.0,OO
ANC,RDD,5,6,247.9,207.5,1927.0,OO
HRL,COS,6,6,185.58,185.58,1053.0,AA
RKS,BOS,6,6,433.32,433.32,2014.0,OO
CRW,GSP,6,6,322.75,322.75,516.0,DL
ABQ,RDM,6,6,162.46,162.46,1265.5,UA
CPR,FLL,6,6,314.22,314.22,1933.0,UA
CLE,RST,6,6,271.58,271.58,698.0,DL
JAC,OKC,6,6,213.0,213.0,901.0,UA
LRD,FSM,6,6,483.5,483.5,623.0,MQ
PBI,ANC,6,6,479.92,479.92,4298.17,UA
SHV,LAX,6,6,412.93,412.93,2498.0,DL
JST,ATL,5,6,172.8,176.33,654.0,UA
ORF,FAR,6,6,270.62,270.62,1268.0,9E
CLL,MKE,6,6,261.5,261.5,1017.0,OO
EWR,GRK,6,6,401.42,401.42,1506.0,MQ
GSO,DAY,6,6,281.37,281.37,453.0,PT
LIT,LFT,6,6,390.0,390.0,575.0,C5
GSP,PIT,6,6,393.33,393.33,441.0,MQ
DSM,AVP,6,6,199.5,199.5,955.17,UA
RIC,DSM,5,6,300.22,305.39,1091.6,OH
CID,MOB,6,6,229.08,229.08,1253.33,AA
TLH,CID,6,6,289.46,289.46,1419.67,AA
CLE,HSV,6,6,175.35,175.35,843.0,PT
HHH,MDT,6,6,391.67,391.67,620.0,MQ
SYR,SJC,6,6,467.57,467.57,2632.5,OO
GRK,CMH,5,6,405.25,437.63,1060.0,AA
MFR,SHV,6,6,365.23,365.23,1837.33,OO
DSM,CAK,6,6,228.0,228.0,642.0,OO
MEM,FNT,6,6,155.5,155.5,714.0,YX
FAY,AVP,5,6,184.47,171.72,635.8,PT
MSY,ICT,6,6,293.83,293.83,775.0,MQ
BFL,ABQ,6,6,202.83,202.83,753.0,MQ
SHV,HPN,6,6,400.28,400.28,1331.0,OO
LAN,ABQ,6,6,418.0,418.0,1339.17,MQ
MCI,PIT,6,6,288.52,288.52,1059.33,YV
ROC,MSY,6,6,286.83,286.83,1243.0,YV
MLI,SMF,5,6,209.23,204.37,2122.0,MQ
PNS,MHT,6,6,162.61,162.61,1225.0,AA
LCH,TPA,6,6,292.92,292.92,914.0,UA
MFE,LIH,5,6,992.18,1094.82,4329.0,AA
COS,MKE,6,6,205.37,205.37,1445.0,AA
CHA,CLT,6,6,324.17,324.17,332.0,DL
AUS,FNT,6,6,134.08,134.08,1200.0,PT
DAY,AMA,6,6,273.42,273.42,1173.0,OH
CSG,CHS,6,6,320.25,320.25,342.0,9E
FCA,CHS,6,6,230.58,230.58,2794.0,QX
SJC,SHR,6,6,384.42,384.42,1307.0,OO
ABQ,BOI,6,6,214.93,214.93,1558.33,QX
FLL,FAI,6,6,396.81,396.81,4168.17,UA
SAT,DSM,6,6,272.25,272.25,949.17,MQ
RIC,ITH,6,6,256.27,256.27,477.0,9E
IAD,MCO,6,6,262.51,262.51,760.67,YX
STX,GRR,5,6,316.54,315.99,2424.6,AA
FCA,HNL,6,6,397.08,397.08,3056.0,AS
IND,MOB,6,6,206.56,206.56,1291.0,YV
MGM,PIT,6,6,285.33,285.33,673.0,9E
SAN,LIT,5,6,273.4,271.79,1634.6,C5
MKE,ROC,6,6,307.83,307.83,533.0,DL
SAT,STX,6,6,202.92,202.92,2285.0,NK
DSM,MKE,6,6,226.64,226.64,609.33,DL
DEN,DLG,6,6,504.7,504.7,2772.33,AS
PDX,OME,6,6,531.17,531.17,2086.83,QX
BOI,GPT,6,6,373.32,373.32,2190.0,DL
DCA,MFR,6,6,440.72,440.72,2644.67,AS
IAH,ANC,6,6,481.08,481.08,3484.5,MQ
CHA,MDW,6,6,361.84,361.84,702.0,DL
FLL,DLH,5,6,439.6,416.83,1579.0,UA
CMI,RDU,6,6,286.55,286.55,761.67,AA
SAT,SJC,6,6,494.23,494.23,1611.33,MQ
SWO,RDU,6,6,168.83,168.83,1286.0,AA
TLH,ELP,6,6,323.42,323.42,1444.0,MQ
DSM,GRR,6,6,272.5,272.5,436.0,MQ
CHS,EUG,6,6,280.83,280.83,2649.0,AS
ACK,DTW,6,6,312.14,312.14,720.5,B6
ATW,HNL,5,6,622.0,587.42,4208.0,9E
HSV,SAV,6,6,273.0,273.0,546.0,OH
AMA,SAT,6,6,187.02,187.02,633.5,OO
PDX,AMA,6,6,338.33,338.33,1639.0,OO
MEM,MFR,6,6,445.5,445.5,1914.67,DL
TUL,CRP,6,6,274.83,274.83,623.5,OO
BOI,ITO,5,6,262.0,278.5,3281.0,WN
ACT,RSW,6,6,286.33,286.33,1106.0,OO
MSN,AVL,6,6,286.54,286.54,747.33,MQ
EWR,TUL,6,6,176.68,176.68,1420.0,9E
MOB,CLT,6,6,294.25,294.25,528.0,9E
SAT,CWA,6,6,152.0,152.0,1254.0,MQ
MLU,COS,5,6,147.1,123.5,885.0,AA
ABY,MCO,6,6,323.5,323.5,549.0,OO
PSE,LGA,6,6,333.36,333.36,2129.0,B6
ECP,ELP,6,6,193.75,193.75,1239.0,YV
ROA,MSP,6,6,402.75,402.75,865.0,G7
ROC,IAH,6,6,302.59,302.59,1582.0,PT
SJU,TUL,6,6,197.2,197.2,2509.67,OO
HRL,HNL,6,6,440.9,440.9,4240.67,WN
CLE,MSN,6,6,185.75,185.75,424.0,AA
YUM,HSV,6,6,402.9,402.9,1740.0,AA
MKE,DEN,6,6,185.0,185.0,1168.5,9E
ROA,SNA,6,6,411.77,411.77,2258.33,OO
ROA,SHV,6,6,274.67,274.67,919.0,OH
TUS,MAF,6,6,278.33,278.33,1122.0,AA
VPS,TYS,6,6,325.33,325.33,637.0,AA
LAN,DFW,6,6,229.25,229.25,1060.0,DL
GJT,MOT,6,6,249.37,249.37,816.0,OO
MHT,SGF,6,6,285.43,285.43,1417.67,OH
ROC,LAS,6,6,206.08,206.08,2165.67,G7
GRR,SYR,6,6,178.59,178.59,494.0,DL
EAT,DFW,6,6,245.68,245.68,1759.0,AS
SFO,TLH,6,6,379.17,379.17,2362.0,9E
LGA,CLE,6,6,201.66,201.66,419.0,OH
SJC,DTW,4,6,176.75,153.17,2071.0,F9
SJU,CVG,6,6,234.16,234.16,2147.5,YV
TPA,MFE,6,6,161.0,161.0,1255.5,DL
DSM,ATW,6,6,317.17,317.17,528.17,9E
TPA,SLC,6,6,180.33,180.33,2905.17,AS
MKE,ACV,6,6,372.28,372.28,1990.83,OO
MCI,ATL,6,6,188.52,188.52,1287.0,OH
ITO,RNO,6,6,699.66,699.66,3152.5,HA
DAY,BTR,6,6,302.7,302.7,1144.5,OH
MCO,MGM,6,6,217.83,217.83,840.0,PT
SFO,CHS,6,6,384.21,384.21,2459.67,OH
MCO,DAY,6,6,108.06,108.06,1205.33,G7
CHS,PDX,6,6,393.39,393.39,2552.0,OH
BGR,SAT,6,6,241.05,241.05,2024.0,9E
PIT,AVL,6,6,305.18,305.18,690.0,9E
LAW,SJU,6,6,450.28,450.28,2305.0,AA
MQT,PDX,6,6,388.89,388.89,1726.0,DL
ANC,PIT,2,6,260.0,252.67,3245.0,SY
ORD,LEX,6,6,273.47,273.47,657.33,DL
PBI,BUR,6,6,266.13,266.13,2996.67,WN
CVG,CID,6,6,127.03,127.03,840.17,DL
FAY,BHM,5,6,266.4,259.67,465.0,DL
CHO,PWM,6,6,259.67,259.67,1058.0,PT
RDU,HLN,6,6,316.25,316.25,2030.0,OO
SAV,FSD,6,6,257.05,257.05,1326.33,OO
RDU,CLT,6,6,88.47,88.47,130.0,PT
ITO,GEG,5,6,393.6,418.17,3086.8,HA
RNO,EAT,6,6,291.75,291.75,663.0,QX
HDN,FLL,6,6,501.31,501.31,1844.0,OO
BWI,XNA,6,6,204.86,204.86,1296.83,OO
BNA,HNL,6,6,1082.31,1082.31,4655.0,HA
ITO,RDU,6,6,610.76,610.76,5174.67,HA
FSD,ECP,6,6,266.62,266.62,1465.83,OO
SCE,BNA,6,6,437.24,437.24,937.0,G7
CAK,PIA,6,6,242.67,242.67,473.0,OO
TVC,ECP,6,6,214.5,214.5,1139.0,MQ
FSD,CPR,6,6,318.83,318.83,713.0,OO
MLB,CHO,6,6,224.58,224.58,899.0,DL
SEA,GRK,4,6,402.68,493.46,1926.25,OO
RIC,MSP,6,6,421.48,421.48,976.0,G7
CID,SYR,6,6,163.11,163.11,1074.0,AA
TPA,EUG,6,6,350.85,350.85,2685.67,OO
DFW,LGA,6,6,397.99,397.99,1389.0,9E
LAX,RKS,6,6,312.43,312.43,1122.0,UA
ALW,FLL,6,6,376.33,376.33,2930.0,QX
EAU,CLE,6,6,258.67,258.67,585.0,OO
TYS,GPT,6,6,335.15,335.15,754.0,OH
CHA,BUF,6,6,164.02,164.02,808.33,OH
DSM,STT,6,6,322.03,322.03,2795.83,UA
DAL,PDX,6,6,323.96,323.96,1799.0,AS
SAT,AGS,6,6,340.17,340.17,1017.0,OO
LAX,PIT,6,6,128.11,128.11,2624.67,F9
CMX,DCA,5,6,243.7,244.17,972.0,UA
BTV,DSM,6,6,214.69,214.69,1329.0,OH
BOI,STS,6,6,165.35,165.35,925.0,AS
XNA,EGE,6,6,206.5,206.5,736.0,UA
PWM,ABQ,6,6,183.02,183.02,2099.0,B6
AGS,RDU,6,6,288.42,288.42,499.0,9E
HTS,JAX,5,6,227.4,218.42,563.0,AA
BTV,OMA,6,6,321.48,321.48,1507.83,OH
LAN,DCA,6,6,230.43,230.43,479.0,DL
ROC,KOA,6,6,945.78,945.78,4834.5,UA
ORD,BPT,6,6,343.5,343.5,1072.0,AA
SLN,DTW,6,6,203.0,203.0,794.0,OO
BWI,MKE,6,6,206.08,206.08,689.0,UA
PWM,HNL,6,6,427.97,427.97,5246.83,9E
RIC,BNA,6,6,307.07,307.07,983.0,9E
PSC,BWI,6,6,621.83,621.83,2343.0,UA
MKE,SAF,6,6,248.33,248.33,1404.0,AA
MLU,AGS,6,6,334.67,334.67,591.0,9E
ITO,CMH,6,6,457.32,457.32,4767.33,WN
FAR,RIC,6,6,394.65,394.65,1332.33,9E
EKO,PDX,6,6,277.0,277.0,830.0,OO
ECP,DCA,6,6,260.39,260.39,1422.0,UA
LCH,CHS,6,6,254.02,254.02,1409.67,OO
BUR,SAF,6,6,186.67,186.67,1153.0,UA
MFR,OMA,5,6,202.4,196.67,1720.0,QX
ELM,HNL,6,6,936.65,936.65,4828.5,OO
PIT,RDU,5,6,134.2,134.83,605.0,F9
FAT,ROA,6,6,252.66,252.66,2412.5,AA
BOI,SBP,6,6,183.24,183.24,1246.0,AS
FLL,DAY,6,6,251.66,251.66,1371.0,UA
SYR,FAR,6,6,379.46,379.46,1323.17,OO
TYS,FCA,6,6,383.26,383.26,1914.0,OO
MOB,GRR,6,6,228.37,228.37,1229.33,AA
HNL,TXK,6,6,1058.4,1058.4,3967.67,OO
MBS,RSW,6,6,157.81,157.81,1342.0,UA
GJT,PHX,5,6,294.4,246.25,814.0,UA
CMX,IAH,6,6,299.92,299.92,1285.0,UA
TVC,XNA,6,6,348.69,348.69,850.67,OO
DTW,RDM,6,6,246.85,246.85,2564.0,AA
SHV,SGF,6,6,256.25,256.25,554.0,MQ
ALB,TPA,6,6,288.67,288.67,1172.33,9E
ICT,TYS,6,6,321.51,321.51,1104.67,UA
TVC,ALB,6,6,311.42,311.42,947.0,UA
CHS,SFO,6,6,414.92,414.92,2606.0,MQ
PHF,GRR,6,6,378.56,378.56,865.0,PT
FSD,MDT,6,6,309.17,309.17,1056.0,PT
DRO,JAX,6,6,296.75,296.75,1682.83,AA
ATW,ELM,6,6,316.58,316.58,628.0,OO
HSV,DRO,6,6,391.17,391.17,1291.67,OO
MYR,IAH,6,6,247.81,247.81,1859.33,YX
DAY,ORF,6,6,129.25,129.25,525.0,UA
ECP,SJC,6,6,232.58,232.58,2123.0,AA
ALB,GRB,6,6,242.15,242.15,896.0,UA
RDM,LIT,6,6,273.83,273.83,1669.0,OO
HNL,BTR,6,6,465.56,465.56,4200.0,YV
JAC,FSD,6,6,340.17,340.17,889.0,UA
BTR,ONT,5,6,432.26,485.0,1997.4,YV
MSO,EWR,6,6,286.58,286.58,2585.17,AA
EYW,BGR,6,6,249.09,249.09,1604.67,AA
CVG,RNO,5,6,147.55,143.46,1933.0,F9
LYH,MSN,6,6,303.89,303.89,883.0,PT
MEM,OGG,6,6,518.05,518.05,4735.67,DL
EYW,TVC,6,6,329.58,329.58,1475.0,UA
GRI,CRP,4,6,339.88,299.42,915.0,OO
BZN,BUR,6,6,191.99,191.99,1425.5,AS
LCH,MIA,6,6,310.92,310.92,1416.0,OO
PIT,ONT,4,6,135.5,133.17,2109.0,F9
XNA,BFL,6,6,263.86,263.86,1482.33,AA
ABQ,BUF,6,6,299.73,299.73,2084.17,DL
ORD,CHO,6,6,406.73,406.73,1054.67,DL
AEX,MSP,6,6,237.75,237.75,1137.0,AA
SUN,AUS,6,6,383.5,383.5,1332.0,UA
MTJ,MSP,6,6,173.09,173.09,1574.0,AA
HRL,MCO,6,6,177.42,177.42,1149.0,OO
CHS,FSD,6,6,193.47,193.47,1463.83,OO
SHV,SAV,6,6,235.6,235.6,1092.0,MQ
GRR,ROC,6,6,241.66,241.66,692.5,MQ
FSD,SCE,6,6,318.83,318.83,990.0,UA
LFT,TYS,6,6,286.58,286.58,972.0,C5
TVC,CLT,6,6,220.18,220.18,863.33,PT
LSE,PWM,6,6,341.42,341.42,1197.5,MQ
MSY,FSM,6,6,348.0,348.0,674.0,AA
RST,BOS,6,6,231.54,231.54,1200.0,DL
SJU,ROC,6,6,443.77,443.77,1904.67,PT
CHA,EWR,6,6,347.09,347.09,1220.0,UA
LCH,SMF,6,6,196.83,196.83,1736.0,UA
ROC,PHX,6,6,207.69,207.69,1968.0,YX
BRO,SAN,6,6,278.57,278.57,1653.0,AA
OKC,AGS,6,6,361.08,361.08,1064.5,AA
GRI,PHL,6,6,351.0,351.0,1864.0,OO
SAN,HYS,6,6,192.33,192.33,1151.0,OO
XWA,IDA,6,6,434.33,434.33,1040.0,OO
GEG,SMF,5,6,140.4,151.0,1667.0,AA
DCA,CID,6,6,389.04,389.04,808.0,G7
EWR,TYR,6,6,332.24,332.24,1474.0,OO
LFT,EWR,6,6,327.34,327.34,1262.5,DL
SJC,WYS,6,6,255.83,255.83,1417.0,UA
MDT,ICT,6,6,277.42,277.42,1182.0,G7
HSV,FAT,5,6,172.02,169.44,2166.8,DL
RIC,ABI,6,6,333.81,333.81,1363.67,MQ
SDF,LIT,6,6,319.15,319.15,1000.0,G7
ONT,OAJ,6,6,210.42,210.42,2299.0,9E
SWO,ATL,5,6,370.6,356.5,956.0,OO
BOI,BMI,6,6,295.17,295.17,1962.0,MQ
MYR,ELP,6,6,398.92,398.92,1599.0,AA
GFK,PIT,6,6,379.99,379.99,1010.5,OO
ONT,SUN,5,6,244.2,230.83,780.0,DL
LAS,AZO,6,6,285.42,285.42,1636.0,MQ
ALB,JAC,6,6,495.08,495.08,1885.0,MQ
PDX,RKS,6,6,326.5,326.5,1251.0,UA
DTW,AEX,6,6,192.27,192.27,1094.0,9E
ABQ,GPT,6,6,264.58,264.58,1069.0,AA
LAN,SLC,6,6,353.71,353.71,1555.0,DL
GFK,RST,6,6,299.75,299.75,360.0,OO
ONT,TWF,6,6,419.67,419.67,733.0,OO
FAR,TYS,6,6,315.63,315.63,1059.5,9E
GRB,PVD,6,6,202.92,202.92,1022.0,MQ
FAY,GRK,5,6,353.3,395.25,1188.0,MQ
PHL,HDN,6,6,124.83,124.83,1720.83,WN
ORD,MCO,6,6,349.74,349.74,1339.5,MQ
SAT,XNA,6,6,249.66,249.66,612.0,OO
DFW,BTM,6,6,262.17,262.17,1219.0,OO
HNL,MGM,6,6,681.08,681.08,4727.83,OO
ABE,MIA,6,6,487.92,487.92,1286.0,9E
MGM,MDW,6,6,277.58,277.58,738.0,OO
LIH,GRR,6,6,278.74,278.74,4516.0,AA
GCC,MSP,5,6,350.6,293.08,993.0,OO
LAX,LBL,6,6,208.86,208.86,1142.33,OO
BHM,PIA,6,6,305.42,305.42,795.0,MQ
CYS,MSP,6,6,301.67,301.67,770.0,OO
CHS,DFW,5,6,222.5,255.58,1241.8,YV
IND,GSP,6,6,238.42,238.42,609.67,MQ
STT,PBI,6,6,648.33,648.33,2144.0,DL
GCK,RIC,6,6,243.79,243.79,1562.0,AA
CAE,FWA,6,6,271.91,271.91,700.0,OO
HRL,BHM,6,6,233.08,233.08,1058.0,MQ
IAD,TUL,6,6,145.14,145.14,1327.5,OO
KOA,DSM,6,6,556.25,556.25,4099.5,AA
FSD,SAV,6,6,294.28,294.28,1580.67,OO
BTR,RSW,6,6,241.77,241.77,1358.33,AA
GEG,JAN,6,6,224.9,224.9,2364.5,WN
ILM,LIT,6,6,312.77,312.77,922.5,OH
PSP,XNA,6,6,180.48,180.48,1392.0,UA
CID,LBB,6,6,216.83,216.83,967.0,AA
SYR,JAX,6,6,222.7,222.7,1083.0,OO
XNA,DAY,6,6,255.89,255.89,822.33,MQ
ATL,IMT,6,6,353.55,353.55,1013.33,DL
FLL,SBP,5,6,233.28,247.95,2660.4,OO
FLG,ICT,6,6,377.98,377.98,1181.0,OO
PNS,STL,6,6,415.18,415.18,1138.83,MQ
PVD,SDF,6,6,368.65,368.65,955.33,OH
PSC,MYR,6,6,326.99,326.99,2701.83,OO
BUF,JAX,6,6,155.54,155.54,935.83,MQ
GSO,HSV,6,6,211.92,211.92,416.0,OH
OMA,SHV,6,6,420.18,420.18,1372.0,DL
AMA,GSP,6,6,317.75,317.75,1174.0,AA
STL,LFT,6,6,196.5,196.5,868.0,C5
ONT,TRI,6,6,418.92,418.92,2127.0,9E
GSP,BIL,6,6,348.26,348.26,1733.0,UA
EGE,SAV,6,6,263.33,263.33,1821.33,AA
BDL,BNA,6,6,162.32,162.32,1866.0,NK
GRR,DSM,6,6,264.0,264.0,436.0,AA
ABY,DFW,6,6,328.52,328.52,876.0,DL
PNS,ACY,6,6,134.48,134.48,1367.5,NK
EYW,DAL,6,6,432.89,432.89,1367.0,DL
ROC,PDX,6,6,225.26,225.26,2679.83,PT
OKC,COS,6,6,208.08,208.08,767.0,MQ
PHL,CLE,6,6,239.66,239.66,518.17,YV
DEN,ABQ,5,6,143.41,151.01,930.0,AA
MEI,LAX,6,6,241.45,241.45,1801.0,OO
FLL,VPS,6,6,155.36,155.36,1182.0,WN
ATW,TPA,6,6,218.12,218.12,1236.17,AA
MEM,DRO,6,6,326.56,326.56,1230.0,UA
BTR,MIA,6,6,234.64,234.64,1444.33,AA
COD,PHX,6,6,349.75,349.75,993.0,UA
TPA,ACY,6,6,152.59,152.59,965.0,AA
TLH,ONT,6,6,439.33,439.33,1955.0,MQ
PIT,ITO,6,6,480.0,480.0,4888.0,WN
IAD,LIT,6,6,300.95,300.95,1319.0,MQ
FCA,BFL,6,6,261.76,261.76,1339.5,OO
RNO,LFT,5,6,483.56,439.3,1696.0,MQ
MAF,MEM,6,6,266.67,266.67,740.0,AA
MDT,RSW,6,6,210.91,210.91,985.0,C5
FAR,CLL,5,6,293.8,290.0,1132.0,MQ
SAN,PWM,6,6,287.85,287.85,2719.0,B6
SEA,BDL,6,6,342.41,342.41,2626.83,OO
LRD,DEN,6,6,335.83,335.83,1163.0,C5
BWI,LRD,6,6,293.83,293.83,1564.0,C5
OMA,SJT,6,6,484.17,484.17,812.0,AA
SBA,LIT,6,6,422.69,422.69,1687.0,UA
MBS,CLE,6,6,282.25,282.25,193.0,OO
MYR,HPN,6,6,232.45,232.45,1119.0,DL
FSD,DEN,6,6,333.17,333.17,876.0,9E
JMS,IAH,6,6,244.42,244.42,1435.0,UA
DAB,CVG,6,6,222.08,222.08,751.0,AA
BHM,EYW,6,6,207.15,207.15,836.83,AA
BUF,CMI,6,6,275.33,275.33,609.0,MQ
ATW,OMA,6,6,449.08,449.08,576.0,MQ
VPS,CHS,5,6,166.25,193.04,828.0,WN
ECP,BUR,6,6,277.31,277.31,2181.0,DL
CRW,CLT,6,6,95.39,95.39,221.0,AA
AZO,LAX,6,6,327.33,327.33,1866.0,MQ
LFT,TUS,6,6,238.5,238.5,1159.5,OO
MSP,MSO,6,6,283.95,283.95,1716.5,AS
ALW,MSP,6,6,222.08,222.08,1612.0,QX
TUL,DRO,6,6,290.75,290.75,911.0,AA
BRO,DSM,6,6,344.42,344.42,1110.0,C5
