origin_airport,dest_airport,num_tickets,total_passengers,avg_fare,weighted_avg_fare,avg_distance_miles,carrier
RDU,AUS,1,1,227.45,227.45,1251.0,OH
DAY,EGE,1,1,351.0,351.0,1205.0,OO
SMF,SEA,1,1,165.0,165.0,1264.0,F9
SBP,GRR,1,1,217.0,217.0,2086.0,YX
DAY,MDT,1,1,378.0,378.0,834.0,OO
DDC,ROC,1,1,378.0,378.0,2032.0,OO
DDC,TPA,1,1,212.0,212.0,1941.0,OO
DDC,MSN,1,1,260.0,260.0,1118.0,OO
MTJ,DDC,1,1,294.0,294.0,488.0,OO
MAZ,MIA,1,1,301.0,301.0,1121.0,AA
AVL,DAY,1,1,211.5,211.5,461.0,AA
RIC,BJI,1,1,321.16,321.16,1183.0,DL
TLH,AVL,1,1,278.5,278.5,477.0,AA
ATW,RNO,1,1,141.0,141.0,1641.0,DL
MCI,BMI,1,1,351.5,351.5,519.0,MQ
CNY,PDX,1,1,358.0,358.0,1274.0,UA
GPT,BRO,1,1,338.0,338.0,982.0,OH
ALB,BFF,1,1,374.11,374.11,1927.0,OO
FLL,FCA,1,1,469.0,469.0,3096.0,QX
CAK,BFL,1,1,551.5,551.5,2592.0,MQ
BIS,GGG,1,1,309.0,309.0,1117.0,MQ
SBN,CWA,1,1,328.66,328.66,586.0,OO
GST,FAI,1,1,5.5,5.5,873.0,QX
ONT,MDW,1,1,190.5,190.5,1898.0,OO
JST,GSP,1,1,147.0,147.0,504.0,OO
BFL,PWM,1,1,5.67,5.67,2790.0,OO
SIT,EAT,1,1,5.5,5.5,960.0,QX
SEA,BRW,1,1,543.0,543.0,2173.0,QX
BIS,OAJ,1,1,644.0,644.0,1692.0,OO
BLI,SFO,1,1,477.0,477.0,772.0,QX
BFL,CLE,1,1,460.0,460.0,2181.0,MQ
TUS,BIL,1,1,374.5,374.5,1880.0,QX
SAN,PHX,1,1,117.45,117.45,304.0,MQ
KOA,BHM,1,1,686.5,686.5,4585.0,DL
BUF,BIS,1,1,184.0,184.0,1121.0,OO
MSN,LBF,1,1,320.0,320.0,1054.0,UA
BFF,DEN,1,1,1.75,1.75,150.0,OO
MKL,BUF,1,1,531.0,531.0,917.0,UA
AUS,MBL,1,1,486.0,486.0,1156.0,AA
MQT,ANC,1,1,395.39,395.39,3472.0,MQ
MOB,SJC,1,1,147.0,147.0,1977.0,MQ
MOB,CLE,1,1,219.0,219.0,1560.0,MQ
BJI,ABE,1,1,574.54,574.54,1798.0,OO
MSL,TUS,1,1,258.0,258.0,2262.0,AA
EWR,PIH,1,1,396.88,396.88,2149.0,OO
BIL,JFK,1,1,238.0,238.0,3086.0,QX
CID,PIH,1,1,274.0,274.0,1361.0,OO
SJU,MLU,1,1,287.5,287.5,2458.0,MQ
BIL,AEX,1,1,224.0,224.0,1366.0,MQ
MFR,CIU,1,1,391.0,391.0,2516.0,UA
PLN,ECP,1,1,523.0,523.0,1077.0,OO
MLU,PHF,1,1,262.5,262.5,1511.0,MQ
CLE,MLU,1,1,213.5,213.5,1314.0,MQ
ORF,BHM,1,1,228.33,228.33,795.0,MQ
SYR,ASE,1,1,751.71,751.71,2705.0,YX
PRC,MHT,1,1,1178.0,1178.0,2447.0,OO
RNO,LIH,1,1,5.5,5.5,3149.0,HA
MFE,ORD,1,1,146.5,146.5,1698.0,DL
FWA,TPA,1,1,278.02,278.02,1169.0,MQ
FAT,HOB,1,1,316.88,316.88,1626.0,OO
TRI,MRY,1,1,762.0,762.0,2490.0,PT
CRW,GCK,1,1,163.5,163.5,1845.0,MQ
LAX,PVU,1,1,5.5,5.5,838.0,OO
BRL,PWM,1,1,318.5,318.5,1086.0,OO
ATW,SAT,1,1,251.0,251.0,1201.0,ZW
GCK,MRY,1,1,5.0,5.0,1834.0,MQ
MRY,AGS,1,1,361.5,361.5,2511.0,AA
AVL,TLH,1,1,183.0,183.0,477.0,PT
MTJ,GNV,1,1,620.0,620.0,1622.0,MQ
DCA,ASE,1,1,508.17,508.17,2092.0,OH
SYR,TXK,1,1,635.0,635.0,1712.0,PT
BIS,DAY,1,1,353.5,353.5,1838.0,OH
OAJ,DAB,1,1,265.0,265.0,607.0,OH
JMS,SMF,1,1,166.5,166.5,1482.0,OO
DCA,SYR,1,1,276.29,276.29,298.0,PT
FLO,RNO,1,1,176.0,176.0,2473.0,AA
RNO,SCE,1,1,886.0,886.0,2829.0,AA
RSW,AOO,1,1,344.0,344.0,979.0,AA
JMS,ABQ,1,1,163.5,163.5,922.0,OO
FLG,SPS,1,1,263.02,263.02,1100.0,OO
JLN,ANC,1,1,349.5,349.5,3330.0,OO
DTW,SAT,1,1,282.2,282.2,1276.0,ZW
AEX,CVG,1,1,162.5,162.5,1097.0,OH
CPR,FMN,1,1,261.0,261.0,519.0,OO
FLL,BIL,1,1,311.0,311.0,3381.0,AS
FNT,CAE,1,1,194.0,194.0,889.0,OO
FAI,SHV,1,1,588.0,588.0,3383.0,AS
COU,FNT,1,1,220.0,220.0,538.0,OO
CMI,GRB,1,1,299.5,299.5,308.0,MQ
STX,IAH,1,1,336.66,336.66,2103.0,OH
IMT,SYR,1,1,379.0,379.0,718.0,OO
RST,PIA,1,1,263.88,263.88,398.0,OO
OMA,CMH,1,1,356.53,356.53,1260.0,ZW
GST,DFW,1,1,532.5,532.5,2610.0,AS
CMI,IDA,1,1,380.5,380.5,1788.0,OO
MKE,CHS,1,1,228.61,228.61,827.0,ZW
IDA,DCA,1,1,431.0,431.0,2895.0,AS
PSP,SRQ,1,1,284.0,284.0,2581.0,OO
ALB,MKE,1,1,249.84,249.84,790.0,ZW
PVD,FAI,1,1,1097.0,1097.0,3956.0,OO
SLC,AZO,1,1,518.5,518.5,1372.0,MQ
RAP,MFE,1,1,249.0,249.0,1478.0,OO
YKM,CMH,1,1,261.0,261.0,2119.0,AS
GNV,ICT,1,1,440.5,440.5,1228.0,OO
CLE,BLI,1,1,462.0,462.0,2114.0,AS
PGA,GRB,1,1,581.5,581.5,1856.0,MQ
FSD,COU,1,1,615.32,615.32,777.0,OO
SHV,FAI,1,1,588.0,588.0,3383.0,AS
DLG,RNO,1,1,543.02,543.02,2341.0,QX
SUN,SAF,1,1,171.18,171.18,860.0,UA
ATW,PNS,1,1,153.86,153.86,1230.0,AA
SBY,PNS,1,1,295.5,295.5,859.0,AA
BOI,BUF,1,1,350.5,350.5,2594.0,QX
LIH,TVC,1,1,678.96,678.96,4643.0,AA
PIT,BMI,1,1,143.0,143.0,529.0,AA
AZO,CLT,1,1,122.0,122.0,721.0,MQ
ANC,TYS,1,1,6.0,6.0,3756.0,QX
BFL,GRK,1,1,288.0,288.0,1427.0,MQ
PBI,GRR,1,1,496.99,496.99,1381.0,MQ
GSO,RSW,1,1,204.0,204.0,683.0,MQ
TYS,TUL,1,1,99.49,99.49,1019.0,PT
TRI,EGE,1,1,459.17,459.17,1776.0,PT
GEG,EYW,1,1,508.49,508.49,3052.0,OO
SHV,TLH,1,1,491.44,491.44,957.0,PT
SDF,RSW,1,1,408.0,408.0,1406.0,PT
FWA,PIT,1,1,439.0,439.0,570.0,MQ
AUG,ORD,1,1,361.5,361.5,1015.0,AA
MSY,LGB,1,1,462.0,462.0,2016.0,DL
SCE,RAP,1,1,589.19,589.19,2291.0,PT
GFK,OAJ,1,1,604.0,604.0,1590.0,OO
GSO,OAK,1,1,390.5,390.5,2484.0,DL
ROC,AMA,1,1,253.0,253.0,2217.0,PT
LSE,ONT,1,1,5.5,5.5,2205.0,AA
OGG,ATW,1,1,5.0,5.0,4275.0,DL
EVV,OKC,1,1,609.0,609.0,1111.0,DL
GGG,PHF,1,1,11.0,11.0,1358.0,OO
PHF,GSP,1,1,353.0,353.0,357.0,MQ
FLL,PHX,1,1,416.0,416.0,3824.0,AS
GSO,MAF,1,1,584.0,584.0,1334.0,OH
IMT,IAD,1,1,5.65,5.65,727.0,OO
FSD,IMT,1,1,433.5,433.5,453.0,OO
MSY,IMT,1,1,6.06,6.06,1589.0,OO
GSO,PAH,1,1,430.5,430.5,539.0,OH
GSO,ACY,1,1,379.0,379.0,410.0,OH
INL,ORF,1,1,333.0,333.0,1300.0,OO
GSP,AIA,1,1,187.0,187.0,1592.0,OH
SAV,ABE,1,1,494.0,494.0,694.0,PT
FSM,JAN,1,1,184.0,184.0,635.0,OO
GSP,MSO,1,1,702.5,702.5,1909.0,OH
JAC,JAX,1,1,453.0,453.0,2026.0,OO
RST,FLL,1,1,542.0,542.0,1450.0,PT
PHF,FAI,1,1,513.5,513.5,4242.0,AS
HYS,PSP,1,1,151.5,151.5,1074.0,OO
SJC,JAN,1,1,442.0,442.0,1846.0,MQ
SLK,JFK,1,1,307.13,307.13,400.0,B6
HPN,SHV,1,1,345.5,345.5,1328.0,OH
TPA,JMS,1,1,214.0,214.0,2079.0,OO
HNL,HHH,1,1,1504.0,1504.0,4888.0,MQ
SBA,BTR,1,1,1478.0,1478.0,2031.0,UA
SNA,HPN,1,1,312.87,312.87,2464.0,OH
JST,MHT,1,1,141.5,141.5,538.0,OO
RIC,JST,1,1,181.5,181.5,220.0,OO
HPN,HOU,1,1,199.0,199.0,1673.0,OH
JST,MOT,1,1,324.5,324.5,1979.0,OO
MLI,SAV,1,1,176.0,176.0,912.0,UA
PHX,HOU,1,1,304.81,304.81,1115.0,MQ
BFL,HSV,1,1,5.5,5.5,1874.0,OH
TUS,SAT,1,1,149.41,149.41,1060.0,OH
MKE,MFE,1,1,250.5,250.5,1300.0,UA
MDT,IAD,1,1,89.15,89.15,94.0,UA
GGG,PVU,1,1,235.0,235.0,1098.0,OO
MIA,DIK,1,1,528.0,528.0,2197.0,UA
SMF,IAD,1,1,222.67,222.67,2603.0,OH
ATW,CRP,1,1,384.28,384.28,1262.0,MQ
SGU,MKE,1,1,128.5,128.5,1413.0,UA
MOB,RAP,1,1,5.5,5.5,1589.0,OO
PSP,TVC,1,1,539.0,539.0,2229.0,OO
YKM,PSP,1,1,215.0,215.0,1090.0,OO
BRO,MSO,1,1,254.49,254.49,2712.0,UA
SNA,SDY,1,1,268.5,268.5,1546.0,UA
ATW,HTS,1,1,477.0,477.0,977.0,MQ
MCK,CLT,1,1,367.17,367.17,1555.0,AA
SMF,UIN,1,1,226.0,226.0,2132.0,UA
SLC,PIT,1,1,310.16,310.16,1681.0,G7
PDX,HOU,1,1,5.5,5.5,1863.0,MQ
HRL,EUG,1,1,119.0,119.0,2919.0,DL
RSW,LCH,1,1,181.5,181.5,1312.0,AA
SBN,MSN,1,1,490.0,490.0,192.0,G7
HSV,OAK,1,1,659.0,659.0,2329.0,DL
DAB,ATW,1,1,413.99,413.99,1175.0,MQ
LGB,IAH,1,1,264.0,264.0,1783.0,DL
IAH,PVD,1,1,143.0,143.0,1562.0,OH
MYR,MLI,1,1,180.5,180.5,892.0,G7
MLI,ABE,1,1,279.0,279.0,794.0,OO
MDT,AMA,1,1,344.0,344.0,1699.0,MQ
MYR,LEX,1,1,246.5,246.5,1076.0,G7
RDM,OAK,1,1,5.5,5.5,900.0,AS
ICT,PVU,1,1,143.0,143.0,1286.0,MQ
SEA,PSP,1,1,4.61,4.61,987.0,AA
IAD,MCO,1,1,384.22,384.22,758.0,G7
IRK,IAD,1,1,235.54,235.54,1236.0,G7
BQN,IAD,1,1,391.5,391.5,1797.0,G7
ICT,ABI,1,1,425.5,425.5,486.0,OH
OKC,GSO,1,1,386.0,386.0,1282.0,G7
GSO,RDD,1,1,349.0,349.0,3028.0,G7
TPA,BMI,1,1,125.0,125.0,1128.0,ZW
JAX,FSD,1,1,234.5,234.5,1326.0,G7
ICT,LBB,1,1,302.0,302.0,610.0,OH
ILM,PHF,1,1,300.71,300.71,467.0,MQ
GEG,FSD,1,1,308.13,308.13,1319.0,G7
GSO,BOI,1,1,313.07,313.07,2026.0,MQ
CVG,BTR,1,1,578.5,578.5,821.0,9E
ABQ,SBA,1,1,5.5,5.5,783.0,MQ
BOI,DAY,1,1,818.96,818.96,1734.0,G7
GFK,PWM,1,1,188.14,188.14,1420.0,DL
LIH,BTV,1,1,596.0,596.0,5351.0,9E
GRB,PIT,1,1,245.5,245.5,586.0,AA
CVG,SLC,1,1,412.94,412.94,2216.0,G7
ICT,PSP,1,1,189.0,189.0,1454.0,OH
SWO,BDL,1,1,5.33,5.33,1696.0,OO
BDL,CVG,1,1,300.0,300.0,713.0,G7
CMH,LAS,1,1,211.0,211.0,1810.0,G7
MDW,DTW,1,1,54.64,54.64,228.0,DL
SUX,PHL,1,1,121.5,121.5,1114.0,OO
MAZ,LEX,1,1,1053.0,1053.0,1927.0,DL
ILM,GRK,1,1,784.0,784.0,1850.0,OH
ROC,SUX,1,1,5.5,5.5,964.0,OO
BNA,WYS,1,1,242.0,242.0,1483.0,OO
SDF,ROC,1,1,216.03,216.03,814.0,AA
CHA,MOT,1,1,346.13,346.13,1462.0,9E
MIA,PWM,1,1,146.93,146.93,1369.0,OO
CHA,MFR,1,1,5.0,5.0,2271.0,9E
CHO,CLT,1,1,624.0,624.0,683.0,9E
SWO,CRW,1,1,281.0,281.0,1382.0,OO
HLN,CHO,1,1,290.5,290.5,2449.0,9E
GFK,DAY,1,1,327.0,327.0,1623.0,OO
ORF,ABQ,1,1,123.87,123.87,1945.0,YV
TUS,TRI,1,1,6.31,6.31,2695.0,OO
FAI,CRW,1,1,288.0,288.0,4078.0,9E
PBI,SHV,1,1,258.0,258.0,1148.0,YV
CSG,GRB,1,1,312.0,312.0,857.0,9E
CSG,KOA,1,1,496.0,496.0,4748.0,9E
BTV,MAF,1,1,231.5,231.5,2060.0,G7
TYR,AGS,1,1,428.0,428.0,976.0,OO
RKS,PNS,1,1,266.1,266.1,1439.0,YV
BTV,BIS,1,1,248.08,248.08,2409.0,G7
CPR,PRC,1,1,269.21,269.21,787.0,OO
TUL,CVG,1,1,394.62,394.62,1047.0,9E
CWA,LIT,1,1,396.0,396.0,1535.0,9E
PWM,BHM,1,1,311.0,311.0,1484.0,G7
PNS,CMH,1,1,174.5,174.5,1475.0,OO
DCA,BUF,1,1,131.15,131.15,296.0,AA
CRW,BOI,1,1,299.0,299.0,2963.0,OH
PLN,SNA,1,1,378.0,378.0,2019.0,OO
LIH,AVL,1,1,5.5,5.5,4895.0,G7
CRW,GCK,1,1,471.81,471.81,1845.0,OH
AVL,MAF,1,1,357.0,357.0,1890.0,G7
CHS,TYR,1,1,260.5,260.5,1089.0,OO
PBI,ORD,1,1,306.0,306.0,1768.0,B6
BOI,PHL,1,1,5.53,5.53,2115.0,G7
ALB,MRY,1,1,339.76,339.76,2895.0,MQ
HNL,EYW,1,1,544.64,544.64,6158.0,UA
INL,PWM,1,1,524.82,524.82,1451.0,DL
LAN,HOU,1,1,6.19,6.19,1364.0,DL
LEX,PIH,1,1,496.0,496.0,2044.0,OO
BRD,DFW,1,1,384.5,384.5,966.0,DL
PIB,BOS,1,1,461.0,461.0,1969.0,OO
XNA,TVC,1,1,491.0,491.0,746.0,PT
BUF,BDL,1,1,226.0,226.0,609.0,AA
TVC,MSP,1,1,228.0,228.0,558.0,PT
GNV,SCE,1,1,239.0,239.0,1460.0,PT
SBY,MLI,1,1,284.5,284.5,1045.0,PT
VCT,DSM,1,1,605.0,605.0,925.0,OO
MFE,CMH,1,1,5.0,5.0,1539.0,OO
SJU,BHM,1,1,282.0,282.0,2569.0,OO
BNA,RUT,1,1,287.0,287.0,1069.0,DL
MGM,TRI,1,1,330.5,330.5,374.0,OO
VCT,JAN,1,1,121.0,121.0,474.0,OO
SNA,DEC,1,1,439.0,439.0,1882.0,UA
AUS,MGW,1,1,294.0,294.0,1426.0,OO
BHM,AVL,1,1,203.0,203.0,441.0,AA
OGG,SRQ,1,1,1526.0,1526.0,4875.0,DL
BNA,LEB,1,1,272.0,272.0,1051.0,YX
ECP,MHK,1,1,197.5,197.5,1116.0,OO
MOB,PBI,1,1,5.5,5.5,847.0,OO
XNA,LAR,1,1,370.0,370.0,729.0,OO
FAT,ROC,1,1,555.55,555.55,2785.0,YV
XNA,AVL,1,1,235.0,235.0,1058.0,OO
CVN,ATL,1,1,183.0,183.0,1095.0,AA
XNA,PIH,1,1,225.0,225.0,1154.0,OO
BTR,XWA,1,1,442.5,442.5,1697.0,OO
MFR,IDA,1,1,666.5,666.5,918.0,AS
JFK,DCA,1,1,104.39,104.39,213.0,AA
JAC,SAT,1,1,689.46,689.46,1200.0,YV
FCA,SUN,1,1,5.5,5.5,753.0,DL
SEA,GRB,1,1,336.25,336.25,1894.0,AS
SAV,SPS,1,1,5.0,5.0,1038.0,AA
SAV,VQS,1,1,436.0,436.0,1524.0,AA
SJT,SBA,1,1,275.84,275.84,1545.0,AA
PHX,PAE,1,1,180.6,180.6,1133.0,OO
FCA,MGM,1,1,2221.0,2221.0,2268.0,DL
BWI,ORF,1,1,87.21,87.21,302.0,AA
SBP,TXK,1,1,257.0,257.0,1541.0,AA
MSS,RIC,1,1,269.55,269.55,738.0,AA
PUW,MKE,1,1,202.5,202.5,1944.0,AS
AVL,IDA,1,1,318.5,318.5,1943.0,AA
MKK,PDX,1,1,390.0,390.0,2608.0,AS
AMA,AVL,1,1,259.0,259.0,1160.0,AA
FAY,SFO,1,1,423.0,423.0,2470.0,DL
FAR,EYW,1,1,343.0,343.0,1776.0,DL
DEN,SAV,1,1,209.82,209.82,1414.0,YV
GPT,AVL,1,1,5.5,5.5,668.0,AA
LBB,ROA,1,1,779.0,779.0,1373.0,AA
EYW,IDA,1,1,5.0,5.0,2424.0,DL
LFT,HNL,1,1,5.59,5.59,4234.0,UA
CRW,PWM,1,1,431.5,431.5,1316.0,UA
BIL,BGR,1,1,372.5,372.5,2453.0,UA
STL,LEB,1,1,309.5,309.5,1412.0,AA
FAY,EYW,1,1,161.5,161.5,977.0,DL
DEN,DEC,1,1,265.5,265.5,1044.0,OO
GJT,DEC,1,1,575.0,575.0,1256.0,OO
MBS,RST,1,1,223.0,223.0,702.0,OO
GJT,MBS,1,1,382.5,382.5,1322.0,OO
PWM,HYS,1,1,499.0,499.0,2080.0,UA
CHA,DEC,1,1,155.0,155.0,657.0,OO
HNL,PNS,1,1,565.86,565.86,4393.0,OO
RDM,EWR,1,1,519.0,519.0,2494.0,DL
DDC,DTW,1,1,255.0,255.0,1415.0,OO
SMF,HOM,1,1,613.0,613.0,2170.0,OO
BGR,BHM,1,1,146.5,146.5,1243.0,YX
DAY,BDL,1,1,262.31,262.31,1023.0,OO
CVN,MKE,1,1,282.24,282.24,1217.0,OO
MLI,FAI,1,1,687.0,687.0,2924.0,OO
PIT,SEA,1,1,146.0,146.0,2314.0,F9
MOT,ALB,1,1,388.0,388.0,1466.0,OO
JFK,MQT,1,1,189.0,189.0,858.0,OO
PIT,BTM,1,1,243.01,243.01,1868.0,UA
PHX,BDL,1,1,5.58,5.58,2339.0,YX
SRQ,STT,1,1,409.5,409.5,2710.0,UA
LBL,SNA,1,1,214.0,214.0,1126.0,UA
MSN,SJC,1,1,121.35,121.35,1774.0,F9
SUN,DAY,1,1,466.0,466.0,1642.0,OO
BOI,MKG,1,1,454.0,454.0,1555.0,OO
AVL,OGG,1,1,496.0,496.0,4726.0,YX
IMT,SMF,1,1,410.5,410.5,2357.0,DL
COD,PSP,1,1,307.5,307.5,1167.0,UA
SYR,TYR,1,1,691.01,691.01,1633.0,OO
SLC,ORD,1,1,299.0,299.0,2120.0,YV
HSV,RAP,1,1,372.14,372.14,1348.0,UA
FNT,TYS,1,1,209.0,209.0,698.0,YX
BOI,FSM,1,1,262.21,262.21,1830.0,OO
PSC,ORF,1,1,473.89,473.89,2809.0,AA
DAY,HLN,1,1,5.0,5.0,1679.0,OO
DRO,BIS,1,1,199.0,199.0,767.0,UA
FCA,SLC,1,1,5.24,5.24,1381.0,UA
PSP,GUC,1,1,335.0,335.0,928.0,UA
PAH,MYR,1,1,257.0,257.0,613.0,AA
STX,BOI,1,1,439.0,439.0,3846.0,OO
PSC,SBN,1,1,182.41,182.41,2809.0,UA
EGE,CRW,1,1,409.0,409.0,1424.0,OO
DEN,PHL,1,1,478.05,478.05,1558.0,G7
ALB,CRW,1,1,118.5,118.5,1139.0,OO
SBN,BOI,1,1,128.0,128.0,2606.0,YX
SYR,TLH,1,1,333.12,333.12,989.0,YX
RST,PIT,1,1,113.5,113.5,802.0,DL
CMH,ORF,1,1,242.5,242.5,456.0,G7
EYW,CPR,1,1,455.18,455.18,2065.0,OO
PSC,AZO,1,1,326.68,326.68,1895.0,DL
SMF,BQK,1,1,317.66,317.66,2558.0,OO
SAV,SMF,1,1,271.93,271.93,2306.0,OO
SLN,ONT,1,1,527.07,527.07,1202.0,OO
DIK,CPR,1,1,378.5,378.5,718.0,OO
SAN,OMA,1,1,178.63,178.63,1325.0,G7
BIS,PNS,1,1,646.5,646.5,1695.0,UA
MAF,RDU,1,1,146.57,146.57,1456.0,DL
BZN,CPR,1,1,374.5,374.5,754.0,OO
COS,COU,1,1,288.0,288.0,1082.0,OO
XNA,DFW,1,1,91.0,91.0,662.0,UA
COS,TUP,1,1,402.0,402.0,1078.0,OO
SJU,MLI,1,1,5.5,5.5,2211.0,G7
MCO,AEX,1,1,248.0,248.0,1270.0,MQ
AGS,FAT,1,1,359.0,359.0,2187.0,MQ
AGS,TUL,1,1,5.0,5.0,1262.0,MQ
MDT,PHX,1,1,219.5,219.5,2034.0,G7
PIT,COD,1,1,493.5,493.5,1681.0,OO
TUL,RSW,1,1,11.0,11.0,1705.0,YX
TVC,SYR,1,1,104.26,104.26,831.0,YX
AMA,LYH,1,1,348.72,348.72,1423.0,MQ
AMA,LCH,1,1,374.0,374.0,607.0,MQ
MDT,FCA,1,1,395.0,395.0,1946.0,G7
TVF,EWR,1,1,215.0,215.0,1269.0,YX
ATL,CLE,1,1,81.0,81.0,656.0,MQ
PHX,LNS,1,1,363.7,363.7,2301.0,UA
SJT,FAI,1,1,586.0,586.0,3422.0,OO
LIT,ACK,1,1,917.0,917.0,1476.0,G7
TBN,MKE,1,1,203.5,203.5,436.0,OO
GSP,PHX,1,1,515.71,515.71,2017.0,G7
MBS,ORD,1,1,117.55,117.55,222.0,G7
BDL,CLL,1,1,244.0,244.0,1635.0,OO
SRQ,CIU,1,1,1259.5,1259.5,1322.0,OO
DTW,HOB,1,1,376.0,376.0,1624.0,UA
EVV,RIC,1,1,25.0,25.0,831.0,OO
GDV,FLL,1,1,418.0,418.0,2359.0,UA
SBA,AVL,1,1,330.69,330.69,2343.0,MQ
DTW,FAI,1,1,548.0,548.0,3020.0,G7
AVL,YAK,1,1,5.0,5.0,3349.0,MQ
AZO,DFW,1,1,331.0,331.0,924.0,MQ
AZO,FAI,1,1,1159.19,1159.19,3376.0,MQ
BGR,CMH,1,1,305.0,305.0,1581.0,DL
BMI,BFL,1,1,5.47,5.47,1961.0,MQ
EKO,MSO,1,1,368.5,368.5,636.0,OO
SAV,BLI,1,1,481.68,481.68,2678.0,OO
ROW,BHM,1,1,368.5,368.5,1032.0,MQ
SGU,CVG,1,1,425.0,425.0,1722.0,DL
BPT,BIL,1,1,687.0,687.0,1351.0,MQ
SAN,DCA,1,1,120.54,120.54,2335.0,G7
JFK,GEG,1,1,430.45,430.45,2646.0,UA
ECP,SBA,1,1,428.84,428.84,2041.0,OO
MYR,GEG,1,1,252.08,252.08,2251.0,UA
DFW,DAY,1,1,523.0,523.0,1042.0,G7
PSC,DAY,1,1,445.0,445.0,1980.0,G7
DVL,SBA,1,1,271.5,271.5,1867.0,OO
SJU,BNA,1,1,290.77,290.77,1851.0,MQ
TYR,BDL,1,1,318.5,318.5,1573.0,AA
DTW,MCN,1,1,341.0,341.0,1425.0,OO
BOI,MKE,1,1,340.73,340.73,1504.0,MQ
MHT,DSM,1,1,328.28,328.28,1303.0,OO
BPT,BRO,1,1,202.5,202.5,752.0,MQ
TPA,CLT,1,1,114.5,114.5,1133.0,G7
BRO,BTV,1,1,318.0,318.0,2120.0,MQ
BFL,BRO,1,1,199.25,199.25,1753.0,MQ
PHX,CID,1,1,298.11,298.11,1294.0,G7
BTR,ROC,1,1,168.5,168.5,1706.0,UA
MSS,SEA,1,1,378.0,378.0,2850.0,UA
AMA,SAV,1,1,198.0,198.0,1368.0,C5
RIC,HLN,1,1,854.0,854.0,2339.0,DL
ITH,MSY,1,1,234.0,234.0,1205.0,UA
BJI,RNO,1,1,361.5,361.5,1604.0,DL
ROC,ACV,1,1,539.0,539.0,3061.0,UA
MYR,LAS,1,1,148.0,148.0,2267.0,UA
DTW,ROA,1,1,152.88,152.88,560.0,UA
OGG,FWA,1,1,565.0,565.0,4347.0,UA
HLN,AVP,1,1,465.67,465.67,2114.0,C5
OGG,JST,1,1,370.0,370.0,4894.0,UA
RIC,CGI,1,1,567.5,567.5,982.0,UA
BRO,RIC,1,1,246.77,246.77,1598.0,UA
PIT,RIC,1,1,167.0,167.0,282.0,UA
CAE,SBA,1,1,976.0,976.0,2499.0,G7
PIT,LBF,1,1,264.0,264.0,1518.0,UA
ONT,IRK,1,1,330.0,330.0,1975.0,UA
BRO,IDA,1,1,395.5,395.5,1628.0,C5
ORD,FLL,1,1,648.56,648.56,1182.0,G7
RDU,TBN,1,1,397.0,397.0,1015.0,UA
BMI,BZN,1,1,225.81,225.81,1358.0,AA
LBB,BZN,1,1,210.0,210.0,1445.0,AA
BTR,DIK,1,1,499.0,499.0,1603.0,C5
CSG,BGR,1,1,347.5,347.5,1217.0,DL
IDA,EWR,1,1,302.55,302.55,2063.0,G7
CAE,LIT,1,1,406.0,406.0,1226.0,AA
SGF,MOB,1,1,224.98,224.98,940.0,C5
CHS,SJT,1,1,11.0,11.0,1333.0,AA
SBN,ROA,1,1,569.0,569.0,923.0,DL
ROA,HLN,1,1,539.0,539.0,2349.0,DL
CNY,CHS,1,1,818.1,818.1,2329.0,AA
EUG,TYS,1,1,304.67,304.67,2378.0,YX
OKC,BMI,1,1,385.0,385.0,865.0,OO
ORF,ROA,1,1,282.0,282.0,334.0,C5
BTR,SAV,1,1,253.0,253.0,1104.0,C5
JAX,FAT,1,1,417.58,417.58,2291.0,WN
ORF,PSP,1,1,1072.77,1072.77,2345.0,C5
OKC,BWI,1,1,161.0,161.0,1630.0,C5
LFT,BUF,1,1,251.39,251.39,1883.0,UA
ATY,HNL,1,1,755.5,755.5,3884.0,UA
BGM,MSY,1,1,155.4,155.4,1397.0,DL
GSP,RDM,1,1,539.0,539.0,2563.0,DL
SDF,MOB,1,1,244.0,244.0,1215.0,C5
FSD,FAY,1,1,170.63,170.63,1637.0,DL
RDM,BUR,1,1,278.0,278.0,1262.0,MQ
RDM,TYS,1,1,648.0,648.0,2533.0,MQ
SAN,RDM,1,1,220.0,220.0,1197.0,MQ
ELP,HDN,1,1,276.5,276.5,704.0,UA
BUF,EAR,1,1,219.0,219.0,1664.0,UA
RNO,DAY,1,1,511.0,511.0,2330.0,MQ
CID,MHT,1,1,314.5,314.5,1202.0,C5
ROC,SBA,1,1,5.0,5.0,2772.0,DL
PSP,GUM,1,1,832.24,832.24,6620.0,UA
SRQ,ROC,1,1,4.63,4.63,1147.0,MQ
GUM,FAT,1,1,1731.07,1731.07,6566.0,UA
GUM,FLL,1,1,1100.46,1100.46,8869.0,UA
MDT,MFE,1,1,329.0,329.0,1600.0,C5
PHX,IAD,1,1,5.39,5.39,1956.0,C5
MSN,BQN,1,1,754.0,754.0,2412.0,UA
GSO,SAV,1,1,183.5,183.5,296.0,MQ
MSP,SAN,1,1,552.06,552.06,2449.0,C5
LIT,TUS,1,1,233.5,233.5,1310.0,C5
SAV,PVD,1,1,168.0,168.0,875.0,MQ
MAF,BQN,1,1,230.0,230.0,3414.0,UA
RDU,SBP,1,1,447.38,447.38,2400.0,MQ
DEN,FMN,1,1,133.84,133.84,289.0,UA
